RNA_VS_library	CID_1	HCV_validation_set	Max_TC	CID_2
CC=1C=C(N(C)CC=2C=CC=NC2)N3C(=NC=4C=CC=CC43)C1C#N	Z246239246	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470857142857143	Compound 2ab
COC=1C=CC=2NC=C(CCNC(N)=O)C2C1	Z1196462057	C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OCC(C[NH+](C)C)CC3=C12	0.47085201793722	Benzimidazole 12
CC1(C)[C@@H](C(=O)N2CCC(C2)N3C=NC=4C(N)=NC=NC43)[C@H]1C(F)F |&1:3,21,r|	Z4247726902	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.47085201793722	Compound 2ab
CC1=C(c2cccc(c2)[Br])S(N=C1Nc1cc(ccc1F)F)(=O)=O	E013-1979	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.47085201793722	Compound 9
CN1CCN(CC1)C=2N=CN=C3SC=4CCCC4C23	Z31193842	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470847084708471	Compound 9
O=C(NC1=CNN=C1C2=NC=CS2)NC=3C=CC=C(Cl)C3N4C=CC=N4	Z1892314642	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470842332613391	Compound 9
CN1CCN(CC1)C1=C=C=c2c(=C1)[nH]c(n2)C1=C=C=c2c(=C1)nc([nH]2)C1=C=C=C(C=C1)O 	Target_lig_180	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470842332613391	VS compound 8c
C1=NNC=2N=CN=C(NCCC=3C=NC(=NC3)C4CC4)C12	Z1517015008	C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1	0.470837751855779	Isis-22
NC=1C=CC=C(N1)C(=O)NCC(N2CCNCC2)C(F)(F)F	Z2362403647	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.470837751855779	Benzimidazole13ibis
O=C(NC=1C=CC(=CC1)C=2C=CNN2)C3=CNN=C3C=4C=NC=CC4	Z1147318407	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.470817120622568	Compound 10
NC=1C=CC=2C(=NC=NC2N1)NCC=3C=CC=C(C3)N4CCCC4=O	Z1537074282	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.470812182741117	Compound 10
CCN(C=1C=CC(=CC1)NC(=O)C2=NNC=3C=CC(=CC23)[N+]([O-])=O)C(C)C	Z339501748	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.470812182741117	Compound 10
NC=1N=CC=NC1C(=O)N2CCC(CC2)C(=O)NC=3C=CC(=CC3)S(N)(=O)=O	Z225059098	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470812182741117	Compound 2ab
CC=1C=C(CNC(=O)N2CCCC(C2)C3=NC(=CS3)C(F)(F)F)NN1	Z1470936116	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470807453416149	Compound 2ab
CC(C(=O)NC=1C=CC=C(C1)NC(=O)C=2C=C(NN2)C3CC3)N4C=CC=N4	Z383973606	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470807453416149	Compound 9
O=C(NC=1C=NC=CC1NC2CC2)C3=CC4=CC=NN4C=N3	Z6981527529	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470802919708029	VS compound 8c
C1C(CN)Oc2c1cc(cc2[Cl])c1ccc(cn1)C(N)=O	13047935	O=C(c1ccc(cc1)c1ccc(cc1)C(=O)Nc1cccc(c1)C1=NCCN1)Nc1cccc(c1)C1=NCCN1	0.470798569725864	Compound 10
COC=1C=CC(=CC1)C2CCCN2C=3N=CN=C4NN=CC34	Z237579908	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470794392523364	Compound 2ab
CCC1C=2C=CSC2CCN1C(=O)COC=3C=CC=4C=CC(=O)OC4C3	Z117673304	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470786516853933	Compound 2ab
CCN1C(=O)C=2SC=CC2N=C1SCC(=O)NC(C)C3=CC=CO3	Z316332096	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470786516853933	VS compound 8c
CN(C)C=1C=CC(=CN1)NC(=O)CCCNC(=O)C=2C=CC(Cl)=CC2	Z227275988	CN1CCN(CC1)CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O	0.470786516853933	Compound 4c
O=C(NCC1CCC2=NC(=CN2C1)C(F)(F)F)C=3C=CC=4NN=NC4N3	Z2357958053	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470782800441014	Compound 2ab
CN1C=NC=C1[C@@H]2C[C@H]2C(=O)NC3=NNC4=C3C(=NN4C)C=5C=CC=CC5 |&1:6,8,r|	Z2630296349	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470775770456961	VS compound 8c
CC1=CC(=NO1)NC(=O)CN2CCN(CC(=O)NC3=CC(F)=CC=C3F)CC2	Z203967428	C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1	0.470775770456961	Isis-22
N[C@@H](CC(=O)O)C(=O)N1CC=C(CC1)C=2C=CC(Cl)=C(Cl)C2	Z4058591982	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470748299319728	Compound 2ab
CC(CO)(CC=1C=CC(F)=CC1)NC(=O)C=2C=CC3=C(N)N=CN=C3C2	Z4946392139	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.47074122236671	VS compound 8c
COC1=CC=2CCN(CC=3C=CC(=CC3)C(N)=O)C(C=4C=CC=CC4)C2C=C1OC	Z195634762	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470734744707347	Compound 2ab
NC(=O)C1=CC=2C=C(C=CC2N1)NC=3C=C(N=CN3)N4C=CN=C4	Z8480588530	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470731707317073	VS compound 8c
O=C(O)C(F)(F)F.CCN(CC)S(=O)(=O)C1=CC(C)=C(C)C(=C1)NC(=O)C(N)CC=2C=CNN2	Z4876326123	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470728793309438	Compound 9
O=C(O)C(F)(F)F.NC=1N=CC=C(N1)C2CCCN(C2)C3CCC=4C=CC(F)=CC43	Z7557835778	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470728793309438	Compound 2ab
Cc1ccccc1NC(Cn1c(c(C(NCc2ccc(cc2)F)=O)nn1)N)=O	C368-0744	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470728793309438	Compound 9
CCCNC(=O)CN(C)C=1C=NN(C(=O)C1Cl)C=2C=CC(=CC2)C(=O)O	Z127442298	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470725995316159	Compound 9
O=C(O)C=1C=CC=C(C1)OCCN2CCN(CC2)C=3C=NC=CN3	Z2482895208	CCN(CC)CCOC1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4NC(=O)CCN5CCN(CC5)C	0.470725995316159	Compound 1 (2017)
CC=1C=CC=C(C1CO)C=2C=C(C=C3C(=O)NCCOC23)C(=O)O	Z7945325834	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470725995316159	Compound 9
CC1=NC=2C=CC(=CC2S1)OCC=3C=NSN3	Z8005443506	CCN(CC)CCOC1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4NC(=O)CCN5CCN(CC5)C	0.470723306544202	Compound 1 (2017)
O=C(O)C(F)(F)F.O=C1NC=2C=CC=NC2N1C3CCCN(CCC=4C=CC=5C=CC=CC5C4)C3	Z5608185090	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470723306544202	Compound 2ab
CC1=NNC=2N=CC(=CC12)NC(=O)C3CC(=O)N(CC4=CC=CO4)C3	Z825779868	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470723306544202	Compound 2ab
O=C(O)C(F)(F)F.CCC1=CNC=2N=CN=C(C12)N3CCN(CC3)C=4C=CC=NC4C#N	Z6601261797	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470723306544202	VS compound 8c
CCN1C=C(C=N1)[C@@H]2NC(=O)CC[C@H]2NC=3N=CN=C4NN=CC34	Z1757731506	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470720720720721	Compound 2ab
CC(NC(=O)N1CCCC=2C=CC=CC21)(C(=O)O)C=3C=CC=NC3	Z4141147991	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470720720720721	Compound 9
NC(=O)C1=CC=C(N(CC2=COC(=N2)C=3C=CC=CC3Cl)C1=O)C(F)(F)F	Z850622258	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470715835140998	Compound 9
CC=1C=CC=C(C1)C(C)NCC=2C=CN=C(C2)N3C=CN=C3	Z1438919095	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.470713525026624	Benzimidazole13ibis
CC1=NC(CCCNC(=O)NC2=NN=C(S2)C3CC3)=NN1	Z1310770346	C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1	0.470713525026624	Isis-22
Cc1cn2nc(-c3nc4sc(C5CCNCC5)cn4n3)cc(C)c2n1	Patent_dataset_44	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470713525026624	VS compound 8c
NCCC(=O)NCC1CCCCN1CC=2C=CNN2	Z2445096614	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.47068145800317	Compound 2ab
CC1CN(CC=2C=CC=CC2)CC1NC(=O)CCC3=CNN=N3	Z2774742349	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470674486803519	Compound 2ab
COC1CCC(CC1)C(=O)N(C)CC(C)NC(=O)C2=NC=CN=C2N	Z5164706187	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470668485675307	Compound 2ab
Cl.CN1C(=O)N(C)C=2C=C(C=CC21)NC(=O)C3=CC=C(CN)O3	Z1458767174	CN(c1ccc2c(c1)nc1c(n2)cc(c(c1)N)C)C	0.470668485675307	Phenazine 1
CC1=NC=CN1CCCN(C)C(=O)C2=CC=C3N=CNC(=O)C3=C2	Z4303261883	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470664928292047	VS compound 8c
O=C(C=1C=CC=C(C1)N2C=CN=C2)N3CCN(CC3)C(=O)C=4C=CC=5NC=NC5C4	Z1225034348	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470664928292047	Compound 2ab
CCC=1C=C(NN1)C(=O)N[C@@H]2CCCC[C@H]2NC(=O)C=3NC=NC3CC |&1:10,15,r|	Z4327717367	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470663265306122	Compound 2ab
O=C(NC(C(=O)NC=1C=NNC1)C=2C=CC=CC2)C=3C=NC=4C=CC=NC4C3	Z6739797475	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470660146699266	Compound 2ab
CC1CN(CC1(C)CO)C(=O)C=2C=NC=3NC(=O)NC3C2	Z2647983154	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470660146699266	Compound 2ab
COC(=O)C1(CC1C)C(=O)NCC2CN(CC2(C)C)C(=O)C=3C=C(NN3)OC	Z6367123131	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470658682634731	Compound 2ab
CC(=O)N1CCN(CC1)C2CN(CC2C)C=3C=NC=C(N3)N4C=CC=N4	Z1373462732	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470658682634731	Compound 2ab
COC=1C=CC2=C(C1)CCCC2N(C)CC3=CNC4=NC=CN=C34	Z2176617721	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470658682634731	VS compound 8c
CC1=C(C=NN1C)[C@H]2CN(CC=3C=CC=C4C=CC=NC34)C[C@@H]2C(N)=O	Z2384739536	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470657276995305	VS compound 8c
CC(C)N1N=CC=2C(=CC(=NC21)C3=CC=CO3)C(=O)NC4=NN=CN4	Z352528828	C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1	0.470656595002905	Isis-22
O=C(NC1=NC=2CCCC2S1)C=3C=CC=CC3C=4C=CC(=CC4)CN5C=CC=N5	Z282374594	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470655926352129	Compound 2ab
O=C(O)C(F)(F)F.CC(C)(C(N)=O)N1CCN(CC2=NC3=CC=CC(F)=C3N2C=4C=CC=CC4)CC1	Z5607247189	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470654627539503	Compound 2ab
CCC(CNS(C)(=O)=O)NC1=CC=CC(=N1)C(=O)O	Z2358685346	CN(CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)CCCCC1SCC2C1NC(=O)N2)[N+](=O)O)C	0.470654627539503	Compound 4a
CC=1NN=C2N=CC(=CC12)C(=O)N3CCN4N=NC=C4C3	Z2500445112	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470654627539503	Compound 2ab
Cc1cn2cc(NC(=O)c3ccc(C4CCNC(C)C4)s3)cc(F)c2n1	Patent_dataset_17	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470654627539503	Compound 9
[O-][N+](=O)C=1C=NC(=NC1)N2CCC=3N=C(SC3C2)C4=CC=CC=C4Cl	Z2143723324	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470653377630122	VS compound 8c
Cc1ccccc1Nc1c(c2ccc(C)o2)nc2ncccn12	C325-0048	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470653377630122	Compound 9
CN(CC1CCCN(C)C1)C(=O)NC=2C=CC(=CC2)C=3C=CNN3	Z1277763272	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.470652173913043	Benzimidazole13ibis
CC=1C=C(NN1)C(=O)NCC2CCN(CC(O)C=3C=CC=CC3)CC2	Z1210329253	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.470652173913043	Benzimidazole13ibis
CC(NC(=O)CCC=1C=CC=CC1O)C(=O)NCC2=CC=CO2	Z905777962	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.470652173913043	Benzimidazole13ibis
CC1=C(C=CC2=CN=CN12)C3=NN=C(O3)[C@H]4CN(C)C[C@@H](C)O4	Z2390864964	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470651013874066	VS compound 8c
COCC=1N=C(C)C=C(N1)N2CCN(CC2)C(C)CO	Z1309540231	c12ccc3c(c1C[C@H](CO2)CN(C)C)n1c(n3)NC[C@H](C1)CN(C)C	0.470651013874066	dimethylamine_derivative
CCN1N=CC(CNC(=O)NC=2C=CN=CC2N(C)C)=N1	Z2710412270	c1c2OC[C@@H](Cc2c2c(c1)N=C1[C@H]2C[C@@H](CN1)CN(C)C)CN(C)C	0.470651013874066	Benzimidazole13ibis
CC(CO)N1CCCN(CC1)C2=CC(=NC=3C=NC=CC23)N4CCCN(CC4)C(C)CO	Z2092834626	CN1CCN(CC1)CCCNc1nc2cc(ccc2nc1NCCCc1ccc(cc1)NC(=O)/C=C/c1ccc(cc1)N(C)C)[N+](=O)O	0.47063829787234	Compound 4d
CCCC1=NC=C(S1)C(=O)N2CCOC=3N=CC=CC32	Z1337320524	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470588235294118	Compound 9
CCC=1C=C(C=2C=CC=NC2)N(N1)C=3C=CC(=NC3)C(=O)O	Z5004075604	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470588235294118	VS compound 8c
NC1CCC(NC(=O)C=2C=NC=C(C2)C=3C=CC=CC3F)C=4C=CC=CC41	Z6476366964	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470588235294118	Compound 2ab
CN1CCCC=2C=C(C=CC21)CNC(=O)C=3C=CC=C(C3)OC=4C=CN=CC4	Z1188736060	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470588235294118	Compound 9
CC=1C=C(NC(=O)C=2C=CC=3N=CSC3C2)N(N1)C=4C=CC=CN4	Z1102524653	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470588235294118	VS compound 8c
CC1=CNC=2N=CC(=CC12)C(=O)NCC3(C)CCCC3(F)F	Z3898492144	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470588235294118	Compound 2ab
CC=1NN=C2N=CC(=CC12)C(=O)N3CCC(CN4CCCC4)CC3	Z1092885548	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470588235294118	Compound 2ab
CC1=NN(C)C(C)=C1[C@H]2OCC[C@@H]2CNC(=O)C=3C=NC=4NC=CC4C3	Z2382352816	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470588235294118	Compound 9
CCCC=1C=C(NN1)C(=O)NC(CC2=CNC=3C=CC=CC23)C(=O)O	Z1444490816	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470588235294118	VS compound 8c
O=C(NCC=1C=CNN1)C=2C=CC3=C(C2)NC(=O)N3C4CCCC4	Z998677082	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470588235294118	Compound 2ab
CN(C)CC(NC(=O)C=1C=NC=CN1)C=2C=CC(Cl)=CC2	Z2021157622	c12ccc3c(c1C[C@H](CO2)CN(C)C)n1c(n3)NC[C@H](C1)CN(C)C	0.470588235294118	dimethylamine_derivative
CN(CC1=NN=CN1)C(=O)C=2C=CC=C(C2)C=3C=NC=4NC(=O)N(C)C4C3	Z1723440219	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470588235294118	VS compound 8c
CCN1C(=NC=2C=CC=CC21)C(C)NC(=O)C3=CN=C(N)C(Cl)=C3	Z1006259420	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470588235294118	Compound 2ab
CC1CCCN(C(=O)CC2CN3C=NC(C(N)=O)=C3NC2=O)C1CCO	Z8102059970	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470588235294118	Compound 2ab
CNC(=O)C=1C=CC(=CC1)CN(C)C(=O)CCN2C=NC=3SC=CC3C2=O	Z225127026	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470588235294118	Compound 2ab
CC1=NOC(C)=C1S(=O)(=O)N2CCN(CC2)C(C)C=3C=CC=C(Cl)C3	Z785289262	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470588235294118	Compound 2ab
NCC1CC(NC(=O)C2=CC=CN3N=CC=C23)C41CCC4	Z3831688945	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470588235294118	Compound 2ab
CC(C)CC(NC(=O)C1=CC(Cl)=NO1)C(=O)NC2=NC=CS2	Z2732690785	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470588235294118	Compound 2ab
CC1=NC(=NN1)C=2C=CC=C(C2)NC(=O)CC=3C=NC=4C=CC=CC4C3	Z1738861018	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470588235294118	VS compound 8c
COC=1C=CC(CN(C)C(C(=O)NC2=CC(C)=CC=C2C)C=3C=CC=CC3)=C(C1)OC	Z44451246	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470588235294118	Compound 9
N#CC=1C=CC(F)=C(C1)CN2CCC(CC2)C3=CC=NN3	Z989731434	C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1	0.470588235294118	Isis-22
CCN1C(=O)C=2C=CC=CC2N(CC(=O)NC3=NN=CN3)C1=O	Z352533080	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470588235294118	VS compound 8c
CC1=CNC=C1C(=O)N[C@@H]2CNC[C@@H]2N3C=CN=N3	Z2386010411	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470588235294118	Compound 2ab
C=1C=CC(=CC1)CC(NCC2=NC=3C=CC=CC3O2)C=4C=CC=CC4	Z125701090	CN(CCCNc1nc2c(o1)cc(cc2)N)C	0.470588235294118	Benzoxazole derivative 23
CC(C)Oc1cc(NCC2=Cc3ccc(cc3NC2=O)F)nc(N)n1	13416689	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470588235294118	VS compound 8c
NC(=O)C=1C=C(Cl)C=C(C1)S(=O)(=O)NCCCC(=O)O	Z1983644675	C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1	0.470526315789474	Isis-22
OCCC(NC=1N=CN=C2C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C4CCCCC4	Z1980978363	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470526315789474	Compound 9
CN1C(=O)C=2C=CC=CC2C=C1C3=NC(=NO3)C=4N=CC=C5NC=CC45	Z2160229839	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470524017467249	VS compound 8c
CC1=NC=CN1C=2C=CN=C(N2)N3C[C@@]4(F)CCC[C@]4(C3)C(=O)O |&1:14,19,r|	Z5335988147	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470524017467249	VS compound 8c
CC=1C=C(C)N(N1)C=2C=CC=CC2NC(=O)NC(C)C3=CC4=CN=CC=C4O3	Z4335748763	O=C(c1ccc(cc1)C(=O)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1)Nc1cc(cc(c1)C1=NCCN1)C1=NCCN1	0.470524017467249	Compound 9
CC=1N=CSC1C(=O)NC2=C(N=C3C(C)=CC=CN23)C=4C=CC=CC4	Z735375932	CC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)N1C[C@@H]([NH3+])C[C@@H]([NH3+])C1	0.470524017467249	Compound 2ab
C=1SC=2N=C(CN3CCOCC3)N=C(OC=4C=CC=NC4)C2C1C=5C=CC=CC5	Z90130786	COc1ccc2c(c1)nc(nc2C)NC(=N)N	0.470524017467249	VS compound 8c
